1,0.31,43,1,0.9938711716365133,0.9938711716365133,completed
2,0.43,53,14,0.11184563520791327,0.11184563520791327,completed
3,0.37,8,8,0.0017457671706548339,0.0017457671706548339,completed
4,0.34,100,19,0.02508307178674043,0.02508307178674043,completed
5,0.36,13,12,0.0010155303539705431,0.0010155303539705431,completed
6,0.39,80,5,0.19340928887337241,0.19340928887337241,completed
7,0.42,36,16,0.04422606952614004,0.04422606952614004,completed
8,0.3,71,9,0.06574812071751338,0.06574812071751338,completed
9,0.28,1,17,0.05093932937376661,0.05093932937376661,completed
10,0.42,93,10,0.30690759731205525,0.30690759731205525,completed
11,0.4,48,12,0.05899880980915769,0.05899880980915769,completed
12,0.35,59,3,0.14520023226123716,0.14520023226123716,completed
13,0.33,30,6,0.07175361882966835,0.07175361882966835,completed
14,0.38,66,19,0.011510410122278566,0.011510410122278566,completed
15,0.45,20,3,0.4946943766408538,0.4946943766408538,completed
16,0.31,87,15,0.010823341695130929,0.010823341695130929,completed
17,0.3,23,10,0.01891880663321142,0.01891880663321142,completed
18,0.44,83,18,0.11564160774495603,0.11564160774495603,completed
19,0.38,26,4,0.1515224148520846,0.1515224148520846,completed
20,0.32,68,11,0.048027586366281204,0.048027586366281204,completed
21,0.35,46,18,0.0006585023592095618,0.0006585023592095618,completed
22,0.41,63,7,0.24662927282817024,0.24662927282817024,completed
23,0.43,5,15,0.04298239212005139,0.04298239212005139,completed
24,0.29,90,2,0.13161848367160298,0.13161848367160298,completed
25,0.29,33,14,0.003199362489507225,0.003199362489507225,completed
26,0.41,75,1,1,1000,divergent
27,0.39,17,20,1,1000,divergent
28,0.36,78,7,0.11989061492275976,0.11989061492275976,completed
29,0.34,10,4,0.0864939579745224,0.0864939579745224,completed
30,0.37,96,13,0.007321246095697423,0.007321246095697423,completed
31,0.44,39,9,0.14572283933470695,0.14572283933470695,completed
32,0.32,56,16,0.0065635952586688764,0.0065635952586688764,completed
33,0.32,9,11,0.0025508810331006737,0.0025508810331006737,completed
34,0.44,99,3,0.571398760731739,0.571398760731739,completed
35,0.38,44,17,0.007295796019509016,0.007295796019509016,completed
36,0.34,52,10,0.05675864359268845,0.05675864359268845,completed
37,0.35,37,3,0.134117160153507,0.134117160153507,completed
38,0.39,70,14,0.013514281738785239,0.013514281738785239,completed
39,0.41,15,6,0.10666391560025221,0.10666391560025221,completed
40,0.29,79,19,0.011129501601609392,0.011129501601609392,completed
41,0.28,49,7,0.06239336242064987,0.06239336242064987,completed
42,0.43,57,20,1,1000,divergent
43,0.41,3,1,1,1000,divergent
44,0.35,92,14,0.07060810454292422,0.07060810454292422,completed
45,0.32,22,17,0.02895794775949927,0.02895794775949927,completed
46,0.38,86,8,0.1357822651319865,0.1357822651319865,completed
47,0.45,31,12,0.034816113289488776,0.034816113289488776,completed
48,0.3,64,5,0.0909494589152856,0.0909494589152856,completed
49,0.3,27,20,1,1000,divergent
50,0.45,66,7,0.48010605322588346,0.48010605322588346,completed
