1,0.31,43,1,2.9900235118781744,2.9900235118781744,completed
2,0.43,53,14,0.36965604577786143,0.36965604577786143,completed
3,0.37,8,8,0.03458501692581492,0.03458501692581492,completed
4,0.34,100,19,0.09741043064238032,0.09741043064238032,completed
5,0.36,13,12,0.0033516971551398106,0.0033516971551398106,completed
6,0.39,80,5,0.6008812021468137,0.6008812021468137,completed
7,0.42,36,16,0.17127363840403972,0.17127363840403972,completed
8,0.3,71,9,0.18720864319428032,0.18720864319428032,completed
9,0.28,1,17,0.18136922615409018,0.18136922615409018,completed
10,0.42,93,10,0.9022479560942693,0.9022479560942693,completed
11,0.4,48,12,0.2039182390579219,0.2039182390579219,completed
12,0.35,59,3,0.4861545880043523,0.4861545880043523,completed
13,0.33,30,6,0.245300973010458,0.245300973010458,completed
14,0.38,66,19,0.07041417714684348,0.07041417714684348,completed
15,0.45,20,3,1.41868172221909,1.41868172221909,completed
16,0.31,87,15,0.05533415219802543,0.05533415219802543,completed
17,0.3,23,10,0.07180651138646751,0.07180651138646751,completed
18,0.44,83,18,0.37190498201664013,0.37190498201664013,completed
19,0.38,26,4,0.49577491324314016,0.49577491324314016,completed
20,0.32,68,11,0.15208943242692288,0.15208943242692288,completed
21,0.35,46,18,0.03541131424656204,0.03541131424656204,completed
22,0.41,63,7,0.7496582590058789,0.7496582590058789,completed
23,0.43,5,15,0.10971625853741136,0.10971625853741136,completed
24,0.29,90,2,0.4954946266166418,0.4954946266166418,completed
25,0.29,33,14,0.02302567561481201,0.02302567561481201,completed
26,0.41,75,1,3,1000,divergent
27,0.39,17,20,3,1000,divergent
28,0.36,78,7,0.38637647951704157,0.38637647951704157,completed
29,0.34,10,4,0.28155865832218396,0.28155865832218396,completed
30,0.37,96,13,0.057443643763732594,0.057443643763732594,completed
31,0.44,39,9,0.47072158880604986,0.47072158880604986,completed
32,0.32,56,16,0.04848797470959119,0.04848797470959119,completed
33,0.32,9,11,0.01916642495854985,0.01916642495854985,completed
34,0.44,99,3,1.6509059719885917,1.6509059719885917,completed
35,0.38,44,17,0.05382732994815091,0.05382732994815091,completed
36,0.34,52,10,0.1843875390071234,0.1843875390071234,completed
37,0.35,37,3,0.467940777181134,0.467940777181134,completed
38,0.39,70,14,0.0860704027626502,0.0860704027626502,completed
39,0.41,15,6,0.35378303122559857,0.35378303122559857,completed
40,0.29,79,19,0.036035343554785854,0.036035343554785854,completed
41,0.28,49,7,0.24996800257679544,0.24996800257679544,completed
42,0.43,57,20,3,1000,divergent
43,0.41,3,1,3,1000,divergent
44,0.35,92,14,0.21495719350536896,0.21495719350536896,completed
45,0.32,22,17,0.08178319999061001,0.08178319999061001,completed
46,0.38,86,8,0.4474689206897333,0.4474689206897333,completed
47,0.45,31,12,0.1519097457280104,0.1519097457280104,completed
48,0.3,64,5,0.37550356751759745,0.37550356751759745,completed
49,0.3,27,20,3,1000,divergent
50,0.45,66,7,1.3809976953534329,1.3809976953534329,completed
